booking_id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,arrival_date,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
HB-069618,City Hotel,1,212,2025,June,23,2,2025-06-02,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,20.0,,0,Transient-Party,105.0,0,0
HB-053953,City Hotel,1,132,2024,July,27,2,2024-07-02,2,5,2,1.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,114.75,0,2
HB-004248,Resort Hotel,1,46,2024,February,9,27,2024-02-27,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,44.8,0,2
HB-010496,Resort Hotel,1,16,2025,March,11,10,2025-03-10,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,F,G,0,No Deposit,250.0,,0,Transient,80.0,0,0
HB-035853,Resort Hotel,0,59,2025,May,18,3,2025-05-03,1,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,115.0,0,0
HB-119012,City Hotel,0,42,2025,August,35,27,2025-08-27,1,0,2,0.0,0,BB,MEX,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,95.0,0,0
HB-102608,City Hotel,0,1,2024,November,48,30,2024-11-30,0,2,2,1.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,83.0,,0,Transient,70.4,0,1
HB-016325,Resort Hotel,0,63,2023,August,33,20,2023-08-20,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient-Party,163.5,0,2
HB-079441,City Hotel,1,137,2024,January,4,27,2024-01-27,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29.0,,45,Transient,70.0,0,0
HB-023233,Resort Hotel,0,0,2024,April,16,18,2024-04-18,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,339.0,,0,Transient,52.0,0,0
HB-058867,City Hotel,1,87,2024,October,42,16,2024-10-16,2,4,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,132.3,0,0
HB-034152,Resort Hotel,0,159,2025,March,9,1,2025-03-01,4,10,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,96.0,,0,Transient,48.71,1,1
HB-065820,City Hotel,1,66,2025,April,15,9,2025-04-09,2,0,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,100.0,0,0
HB-018144,Resort Hotel,0,1,2023,November,44,5,2023-11-05,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,70.0,1,2
HB-075766,City Hotel,1,323,2023,September,36,5,2023-09-05,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0
HB-092935,City Hotel,0,239,2024,July,28,12,2024-07-12,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,107.0,0,1
HB-034434,Resort Hotel,0,73,2025,March,12,18,2025-03-18,2,5,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,F,E,0,No Deposit,242.0,,0,Transient,85.0,1,1
HB-048788,City Hotel,1,12,2024,March,13,30,2024-03-30,1,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,140.0,0,0
HB-095443,City Hotel,0,11,2024,August,34,19,2024-08-19,0,1,0,2.0,0,BB,BEL,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient,127.6,0,1
HB-089200,City Hotel,0,64,2024,May,20,17,2024-05-17,0,2,1,0.0,0,BB,ITA,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,218.0,0,Transient-Party,130.0,0,0
HB-102836,City Hotel,0,26,2024,December,49,3,2024-12-03,2,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient,70.72,0,0
HB-113665,City Hotel,0,82,2025,June,23,4,2025-06-04,2,5,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,189.0,0,0
HB-081261,City Hotel,0,19,2023,December,49,5,2023-12-05,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10.0,,0,Transient,69.0,0,2
HB-080132,City Hotel,0,2,2023,November,45,9,2023-11-09,1,2,1,0.0,0,BB,USA,Complementary,Direct,0,0,0,A,A,0,No Deposit,45.0,,0,Group,79.0,0,0
HB-088329,City Hotel,0,30,2024,May,18,1,2024-05-01,2,1,0,0.0,0,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,K,3,No Deposit,52.0,,0,Transient,0.0,0,0
HB-054802,City Hotel,1,391,2024,July,30,27,2024-07-27,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,65.0,0,0
HB-081359,City Hotel,0,11,2023,December,49,5,2023-12-05,2,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,104.0,0,0
HB-088166,City Hotel,0,106,2024,April,18,29,2024-04-29,1,2,2,0.0,0,BB,ITA,Direct,Direct,0,0,0,A,B,1,No Deposit,14.0,,0,Transient-Party,94.5,0,0
HB-113104,City Hotel,0,214,2025,May,22,28,2025-05-28,2,4,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,115.8,0,0
HB-015564,Resort Hotel,0,38,2023,July,30,24,2023-07-24,0,2,2,0.0,0,FB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,157.0,0,0
HB-109169,City Hotel,0,73,2025,April,14,3,2025-04-03,1,4,3,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,115.0,0,0
HB-076558,City Hotel,1,199,2023,September,38,21,2023-09-21,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,20.0,,0,Transient,48.0,0,0
HB-022809,Resort Hotel,0,1,2024,April,14,6,2024-04-06,0,1,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,56.0,0,1
HB-087949,City Hotel,0,99,2024,April,17,25,2024-04-25,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.95,0,1
HB-084443,City Hotel,0,3,2024,February,8,22,2024-02-22,1,3,1,0.0,0,BB,NLD,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,84.5,0,0
HB-054790,City Hotel,1,0,2024,July,30,27,2024-07-27,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,94.0,,0,Transient,45.0,0,1
HB-000463,Resort Hotel,0,1,2023,July,29,17,2023-07-17,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240.0,,0,Transient,144.5,0,0
HB-073404,City Hotel,1,121,2025,August,34,20,2025-08-20,2,4,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,125.0,0,1
HB-101289,City Hotel,0,21,2024,November,45,7,2024-11-07,1,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,200.0,0,1
HB-003896,Resort Hotel,1,72,2024,February,6,6,2024-02-06,2,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,73.33,0,0
HB-029868,Resort Hotel,0,7,2024,November,45,7,2024-11-07,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,394.0,0,Transient-Party,51.0,1,0
HB-090254,City Hotel,0,112,2024,June,22,2,2024-06-02,0,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,100.0,0,0
HB-053432,City Hotel,1,193,2024,June,25,20,2024-06-20,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,162.0,,39,Transient,120.0,0,0
HB-042098,City Hotel,0,7,2023,August,35,31,2023-08-31,1,2,1,0.0,0,HB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,60.0,0,0
HB-008559,Resort Hotel,0,383,2024,October,40,6,2024-10-06,0,3,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,E,0,No Deposit,315.0,,0,Transient-Party,48.0,0,0
HB-022318,Resort Hotel,0,9,2024,March,12,20,2024-03-20,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,,0,Transient,78.0,0,1
HB-105352,City Hotel,0,0,2025,February,6,4,2025-02-04,0,1,0,2.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient-Party,6.0,0,0
HB-048935,City Hotel,1,62,2024,April,14,2,2024-04-02,2,3,3,0.0,0,BB,TUR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,125.63,0,1
HB-064879,City Hotel,1,32,2025,March,12,18,2025-03-18,2,5,2,2.0,0,BB,EST,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,200.86,0,0
HB-083309,City Hotel,0,16,2024,January,4,27,2024-01-27,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,102.0,1,1
HB-054320,City Hotel,0,214,2024,July,28,12,2024-07-12,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9.0,,0,Transient-Party,81.5,0,1
HB-088402,City Hotel,0,3,2024,May,18,2,2024-05-02,1,2,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,F,2,No Deposit,,,0,Transient,152.0,0,1
HB-041371,City Hotel,1,5,2023,August,33,15,2023-08-15,2,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.75,0,0
HB-069440,City Hotel,1,55,2025,May,22,31,2025-05-31,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,135.0,0,0
HB-117021,City Hotel,0,85,2025,July,30,27,2025-07-27,0,2,2,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,D,1,No Deposit,,,0,Transient,0.0,0,1
HB-025420,Resort Hotel,0,181,2024,June,25,17,2024-06-17,3,7,2,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,128.0,,0,Transient,66.6,0,0
HB-112135,City Hotel,0,23,2025,May,21,19,2025-05-19,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,85.0,,0,Transient,99.0,0,0
HB-077904,City Hotel,1,13,2023,October,40,7,2023-10-07,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,9.0,,0,Contract,155.0,0,2
HB-084114,City Hotel,0,4,2024,February,8,19,2024-02-19,0,1,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,B,0,No Deposit,,67.0,0,Transient-Party,81.0,0,0
HB-058696,City Hotel,1,162,2024,October,42,14,2024-10-14,2,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,34.0,,0,Transient,115.0,0,0
HB-071488,City Hotel,1,46,2025,July,27,6,2025-07-06,0,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,143.0,0,1
HB-052162,City Hotel,1,113,2024,May,22,31,2024-05-31,0,3,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,Non Refund,,202.0,0,Transient,100.0,0,0
HB-028277,Resort Hotel,0,285,2024,September,38,20,2024-09-20,2,5,2,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,A,A,1,No Deposit,96.0,,0,Transient-Party,64.0,0,1
HB-009962,Resort Hotel,1,11,2025,January,5,28,2025-01-28,2,3,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,58.0,0,1
HB-028208,Resort Hotel,0,238,2024,September,38,22,2024-09-22,0,3,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,107.0,1,2
HB-059668,City Hotel,1,49,2024,October,44,30,2024-10-30,2,3,2,0.0,0,BB,HUN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,124.4,0,1
HB-047038,City Hotel,1,9,2024,February,6,5,2024-02-05,0,1,1,0.0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,79.0,0,0
HB-116143,City Hotel,0,414,2025,July,28,13,2025-07-13,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,122.4,0,1
HB-048049,City Hotel,0,3,2024,March,11,14,2024-03-14,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,221.0,0,Transient,79.0,0,0
HB-073205,City Hotel,1,142,2025,August,33,16,2025-08-16,0,4,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,190.13,0,0
HB-067071,City Hotel,1,159,2025,April,18,28,2025-04-28,1,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.5,0,0
HB-079522,City Hotel,1,192,2024,May,18,5,2024-05-05,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,9.0,,0,Transient,115.2,0,1
HB-081090,City Hotel,0,8,2024,June,25,19,2024-06-19,1,0,2,0.0,0,HB,PRT,Complementary,Direct,1,0,1,G,G,0,No Deposit,,,0,Transient,0.0,0,1
HB-107642,City Hotel,0,27,2025,March,11,14,2025-03-14,0,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,113.0,0,3
HB-002606,Resort Hotel,0,119,2023,October,43,23,2023-10-23,2,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,2.0,,0,Contract,44.5,0,1
HB-086421,City Hotel,0,50,2024,March,13,31,2024-03-31,0,3,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,65.0,0,1
HB-011032,Resort Hotel,1,98,2025,April,16,15,2025-04-15,1,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,72.5,0,2
HB-042730,City Hotel,0,1,2023,September,36,9,2023-09-09,0,2,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,8.0,,0,Transient,114.0,0,0
HB-111471,City Hotel,0,29,2025,May,19,9,2025-05-09,0,2,1,0.0,0,BB,POL,Groups,TA/TO,0,0,0,A,A,4,No Deposit,39.0,,0,Transient-Party,130.0,0,0
HB-078946,City Hotel,0,3,2023,October,42,18,2023-10-18,2,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,,40.0,0,Transient,65.0,0,0
HB-056621,City Hotel,1,84,2024,September,37,9,2024-09-09,0,2,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,177.3,0,2
HB-094683,City Hotel,0,56,2024,August,32,6,2024-08-06,1,1,2,1.0,0,SC,JPN,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,125.1,0,1
HB-014969,Resort Hotel,0,280,2023,October,41,9,2023-10-09,3,7,1,0.0,0,BB,GBR,Groups,Direct,0,0,1,E,F,2,No Deposit,273.0,,0,Group,0.0,1,0
HB-045514,City Hotel,1,100,2023,October,44,31,2023-10-31,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0
HB-025611,Resort Hotel,0,18,2024,July,27,1,2024-07-01,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,129.0,0,1
HB-005221,Resort Hotel,0,191,2024,April,17,22,2024-04-22,1,2,2,0.0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,,,0,Transient-Party,85.33,0,0
HB-010700,Resort Hotel,1,103,2025,March,13,27,2025-03-27,1,1,2,0.0,0,BB,PRT,Groups,Corporate,0,0,0,D,D,0,Non Refund,495.0,,0,Transient,65.0,0,0
HB-039633,Resort Hotel,0,79,2025,August,34,18,2025-08-18,2,4,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,284.0,1,2
HB-085800,City Hotel,0,5,2024,March,12,19,2024-03-19,2,1,2,0.0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,93.33,0,0
HB-038091,Resort Hotel,0,165,2025,July,27,5,2025-07-05,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,97.21,0,1
HB-026500,Resort Hotel,0,183,2024,July,29,19,2024-07-19,4,10,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient,102.66,0,0
HB-077616,City Hotel,0,1,2024,May,18,5,2024-05-05,0,1,2,0.0,0,BB,PRT,Complementary,Direct,1,0,2,D,G,1,No Deposit,,45.0,0,Transient,0.0,0,0
HB-106056,City Hotel,0,23,2025,February,8,17,2025-02-17,1,2,1,0.0,0,BB,EST,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient,75.0,0,0
HB-038348,Resort Hotel,0,126,2025,July,28,12,2025-07-12,0,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,120.0,0,1
HB-010174,Resort Hotel,1,27,2025,February,8,18,2025-02-18,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,2
HB-056503,City Hotel,1,426,2024,September,36,8,2024-09-08,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0
HB-088923,City Hotel,0,67,2024,May,19,12,2024-05-12,0,3,2,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,161.1,0,1
HB-043974,City Hotel,0,35,2023,September,39,26,2023-09-26,2,4,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,166.58,0,2
HB-081915,City Hotel,1,181,2024,May,18,5,2024-05-05,2,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,26.0,,42,Transient,90.0,0,0
HB-096329,City Hotel,0,149,2024,August,35,27,2024-08-27,2,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,80.75,0,0
HB-070557,City Hotel,1,91,2025,June,25,18,2025-06-18,2,1,2,0.0,0,SC,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0,0
HB-078296,City Hotel,0,12,2024,June,24,14,2024-06-14,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,7,A,A,1,No Deposit,,40.0,0,Transient,65.0,0,1
HB-052727,City Hotel,1,1,2024,June,24,10,2024-06-10,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,E,0,No Deposit,,,0,Transient,132.0,0,1
HB-114635,City Hotel,0,216,2025,June,25,20,2025-06-20,0,5,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,9.0,,0,Transient,109.0,0,1
HB-002463,Resort Hotel,1,37,2023,October,42,18,2023-10-18,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,56.0,0,3
HB-105078,City Hotel,0,0,2025,January,5,27,2025-01-27,0,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.2,0,1
HB-064366,City Hotel,1,34,2025,March,10,7,2025-03-07,0,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,100.3,0,1
HB-070535,City Hotel,1,3,2025,June,25,17,2025-06-17,2,5,1,0.0,0,BB,PRT,Aviation,Corporate,0,0,0,A,A,0,No Deposit,,153.0,0,Transient,95.0,0,1
HB-101872,City Hotel,0,12,2024,November,46,13,2024-11-13,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,89.25,0,3
HB-082986,City Hotel,0,106,2024,January,1,5,2024-01-05,0,5,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,62.0,0,0
HB-012181,Resort Hotel,1,308,2025,June,25,16,2025-06-16,3,7,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,80.1,0,1
HB-070402,City Hotel,1,151,2025,June,25,16,2025-06-16,1,2,3,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,162.0,0,1
HB-073048,City Hotel,1,29,2025,August,33,13,2025-08-13,2,0,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,190.0,0,2
HB-115015,City Hotel,0,1,2025,June,26,29,2025-06-29,0,1,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,,,0,Transient,136.0,0,0
HB-096677,City Hotel,0,15,2024,September,36,5,2024-09-05,1,0,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,119.0,0,0
HB-026503,Resort Hotel,0,192,2024,July,30,26,2024-07-26,2,5,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,132.36,0,0
HB-021987,Resort Hotel,0,3,2024,March,11,12,2024-03-12,2,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,8.0,,0,Transient,8.0,0,0
HB-090472,City Hotel,0,109,2024,June,23,4,2024-06-04,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,3.0,,0,Transient,89.75,0,0
HB-083662,City Hotel,0,2,2024,February,6,8,2024-02-08,1,1,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,75.0,0,1
HB-112310,City Hotel,0,0,2025,May,21,22,2025-05-22,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,9.0,,0,Transient,170.0,0,0
HB-006039,Resort Hotel,0,212,2024,May,21,21,2024-05-21,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Transient,74.76,0,1
HB-015643,Resort Hotel,0,9,2023,July,29,23,2023-07-23,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,C,C,5,No Deposit,,,0,Transient,125.0,0,0
HB-031814,Resort Hotel,0,105,2025,January,1,2,2025-01-02,1,4,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,52.4,0,0
HB-002071,Resort Hotel,0,55,2023,September,39,30,2023-09-30,0,3,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,256.0,,0,Transient-Party,73.0,0,0
HB-096067,City Hotel,0,177,2024,August,34,24,2024-08-24,0,4,2,0.0,0,BB,CZE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.08,0,1
HB-024359,Resort Hotel,0,40,2024,May,20,17,2024-05-17,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,H,0,No Deposit,248.0,,0,Transient-Party,39.0,0,0
HB-077143,City Hotel,0,1,2023,September,37,15,2023-09-15,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,0,1,A,F,0,No Deposit,,45.0,0,Transient,0.0,0,0
HB-052844,City Hotel,1,160,2024,June,24,12,2024-06-12,2,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,,0,Transient-Party,103.22,0,1
HB-081867,City Hotel,1,178,2024,April,17,28,2024-04-28,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19.0,,46,Transient,110.0,0,0
HB-055575,City Hotel,1,174,2024,August,33,16,2024-08-16,2,8,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,131.75,0,0
HB-065959,City Hotel,1,31,2025,April,15,11,2025-04-11,0,2,2,0.0,0,BB,EST,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0,0
HB-082556,City Hotel,0,59,2023,December,52,28,2023-12-28,1,4,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,86.41,1,0
HB-018165,Resort Hotel,0,22,2023,November,44,5,2023-11-05,1,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,26.0,,0,Transient,39.33,0,0
HB-088087,City Hotel,0,142,2024,April,18,29,2024-04-29,0,2,2,0.0,0,BB,ITA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient,65.0,0,1
HB-082271,City Hotel,0,10,2023,December,51,24,2023-12-24,0,1,1,0.0,0,BB,MUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,81.0,0,2
HB-021142,Resort Hotel,0,0,2024,February,7,18,2024-02-18,0,1,2,0.0,1,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,65.0,0,2
HB-104633,City Hotel,0,34,2025,January,3,18,2025-01-18,0,1,1,0.0,0,BB,MEX,Groups,TA/TO,0,0,0,A,A,0,No Deposit,19.0,,0,Transient-Party,75.0,0,0
